vid	yid	start	end	raw-text	tokenized-text	gloss	split
lIE16P1LVhc-00:09:09.700-00:09:16.366	lIE16P1LVhc	00:09:09.700	00:09:16.366	I'm really excited to be a part of this event, to see everyone's energy that they exude.	i 'm really excited to be a part of this event to see everyone 's energy that they exude	Yes, I agree, really exciting to be part of_fs IX event can see every+one energy vibe. 	test
YK5b2oCZKBk-00:00:14.400-00:00:26.300	YK5b2oCZKBk	00:00:14.400	00:00:26.300	Here is a recap of what President Trump and challenger Joe Biden are saying in their final push to win votes.	here is a recap of what president trump and challenger joe biden are saying in their final push to win votes	Now I summarize do-do IX president Trump_fs IX challenge+person Joe_fs Biden_fs 2-them do comment+ their final near push want get their vote. 	test
ZgvLTS2zJdo-00:08:09.233-00:08:12.633	ZgvLTS2zJdo	00:08:09.233	00:08:12.633	When you opened the door, what did you notice?	when you opened the door what did you notice	Ask-me when go-ahead open car what you notice what?	test
ZgvLTS2zJdo-00:10:37.700-00:10:52.400	ZgvLTS2zJdo	00:10:37.700	00:10:52.400	He said he knew both from prior experiences where Grant and Mavrick went on the property to do varying work for Mr. McCawol.	he said he knew both from prior experiences where grant and mavrick went on the property to do varying work for mr. mccawol	He_fs say he_fs know both from prior experience say both cl:both-of-2 Grant_fs and Mavrick_fs cl:both-of-2 go on that property do various work for Mr._fs McCawol_fs.	test
ZgvLTS2zJdo-00:16:52.666-00:16:57.200	ZgvLTS2zJdo	00:16:52.666	00:16:57.200	According to the doctor, what were the physical findings?	according to the doctor what were the physical findings	Follow that doctor what its physical finding++ what? 	test
ZgvLTS2zJdo-00:20:03.266-00:20:06.266	ZgvLTS2zJdo	00:20:03.266	00:20:06.266	Then struck them two more times.	then struck them two more times	Then_fs cl:hold-ball-struck+ 2 more time. 	test
ZgvLTS2zJdo-00:29:36.100-00:29:42.400	ZgvLTS2zJdo	00:29:36.100	00:29:42.400	Did Mavrick tell you that the altercation became physical in any way?	did mavrick tell you that the altercation became physical in any way	IX ask did_fs m-on-chin inform that 2-them dispute was_fs became physical wQM? 	test
ZgvLTS2zJdo-00:33:26.700-00:33:47.633	ZgvLTS2zJdo	00:33:26.700	00:33:47.633	The judge said that the third count of taking a valuable object from a dead body would not be included because it was not clear based on the evidence that Mavrick intended to use the car for his personal use and benefit.	the judge said that the third count of taking a valuable object from a dead body would not be included because it was not clear based on the evidence that mavrick intended to use the car for his personal use and benefit	Judge say 3rd cl:3-of-4 charge said IX take-away value things from a_fs dead body other 3rd cl:3-of-4 will not include put-in next why? vague evidence++ not clear that m-on-chin think+purpose take-away car for its personal use benefit take-away.	test
7JF1onKatVI-00:00:42.066-00:00:47.033	7JF1onKatVI	00:00:42.066	00:00:47.033	They have 3 runs and each run will be judged by 3 judges.	they have 3 runs and each run will be judged by 3 judges	Have 3 runs_fs each run_fs judge 3 judge.	test
7JF1onKatVI-00:01:21.666-00:01:26.566	7JF1onKatVI	00:01:21.666	00:01:26.566	The judges will watch for improvements compared to their previous runs.	the judges will watch for improvements compared to their previous runs	Judge search for each run_fs improve+ from before run_fs.	test
7JF1onKatVI-00:04:40.433-00:04:44.033	7JF1onKatVI	00:04:40.433	00:04:44.033	Competitions tend to announce information, but they haven’t said anything yet.	competitions tend to announce information but they have n’t said anything yet	Competition tend recite but hmm none mum hmm.	test
7JF1onKatVI-00:08:55.333-00:08:55.766	7JF1onKatVI	00:08:55.333	00:08:55.766	It was worth it.	it was worth it	Worth it_fs.	test
7JF1onKatVI-00:08:58.266-00:09:05.700	7JF1onKatVI	00:08:58.266	00:09:05.700	Wow, very emotional moment with two gold medals in the snowboard slopestyle for the U.S. for both a man and a woman.	wow very emotional moment with two gold medals in the snowboard slopestyle for the u.s. for both a man and a woman	Very_fs emotional moment 2 gold medal+ in IX snow board slopestyle_fs for IX US_fs both man woman.	test
G34h0hn3T5k-00:00:34.266-00:00:53.766	G34h0hn3T5k	00:00:34.266	00:00:53.766	BBC reported that Turkish warplanes launched bombs in Syrian border towns and that there is a massing of Turkish ground forces at the border.	bbc reported that turkish warplanes launched bombs in syrian border towns and that there is a massing of turkish ground forces at the border	Very_fs emotional moment 2 gold medal+ in IX snow snowboard slopestyle_fs for IX US_fs both man woman.	test
G34h0hn3T5k-00:04:51.066-00:04:59.600	G34h0hn3T5k	00:04:51.066	00:04:59.600	Sndlad was supposed to talk with Democrats yesterday, but was blocked by the Trump administration.	sndlad was supposed to talk with democrats yesterday but was blocked by the trump administration	Specific Sndlad_fs suppose meet meeting discuss with Democrat yesterday but IX Trump _fs adm_fs block no.	test
5dVs413UwiQ-00:10:08.433-00:10:16.333	5dVs413UwiQ	00:10:08.433	00:10:16.333	Harvey went towards the woman and she fired one round, hitting Harvey in the chest.	harvey went towards the woman and she fired one round hitting harvey in the chest	Harvey_fs go-ahead meet woman fired-shotgun one shot Harvey_fs meet+bullet-in-chest chest 	test
ic9LAfKoFTA-00:03:28.600-00:03:52.466	ic9LAfKoFTA	00:03:28.600	00:03:52.466	So we see that Biden has maintained his frontrunner status, Buttigieg has surged from someone who was unknown to a serious contender, Warren is falling behind, and Sanders is up and down.	so we see that biden has maintained his frontrunner status buttigieg has surged from someone who was unknown to a serious contender warren is falling behind and sanders is up and down	What see specific Biden_fs still continue its cl:1-surpass front runner_fs cl:1-surpass lead still continue. IX Buttigeig_fs IX cl:1-go-round-other before many don't-know who IX now become serious racer IX. Warren_fs specific fall-behind. IX Sanders_fs cl:up-down+	test
ic9LAfKoFTA-00:04:46.333-00:05:01.566	ic9LAfKoFTA	00:04:46.333	00:05:01.566	Buttigieg seems to appeal to voters because of his moderate political views, his youthfulness, and his military service.	buttigieg seems to appeal to voters because of his moderate political views his youthfulness and his military service	cl:4-of-4 Buttigig_fs IX seem match appeal_fs to many them vote+person why IX moderate moderate_fs political view moderate its youth plus its experience military service.	test
8Uba2tgT1nA-00:01:20.633-00:01:27.766	8Uba2tgT1nA	00:01:20.633	00:01:27.766	He lost the 1992 Presidential election to Bill Clinton.	he lost the 1992 presidential election to bill clinton	IX lost 1992 presidential election who beat IX Bill_fs Clinton_fs. 	test
j2iRHiIYtTg-00:04:41.200-00:04:44.066	j2iRHiIYtTg	00:04:41.200	00:04:44.066	What are your thoughts on that, these actions?	what are your thoughts on that these actions	What do-do? your thought on its since action 	test
j2iRHiIYtTg-00:05:25.300-00:05:28.166	j2iRHiIYtTg	00:05:25.300	00:05:28.166	So this is bigger than just a student list.	so this is bigger than just a student list	This big+supreme than just student list. 	test
j2iRHiIYtTg-00:08:20.600-00:08:23.366	j2iRHiIYtTg	00:08:20.600	00:08:23.366	When will that statement get through their head?	when will that statement get through their head	When will they think-pierce that sentence? 	test
j2iRHiIYtTg-00:08:33.200-00:08:36.333	j2iRHiIYtTg	00:08:33.200	00:08:36.333	President Bobbi confirmed it with the five-year contract.	president bobbi confirmed it with the five-year contract	President Bobbi_fs confirm it_fs with that five year contract. 	test
j2iRHiIYtTg-00:09:51.066-00:09:52.766	j2iRHiIYtTg	00:09:51.066	00:09:52.766	Was that all they learned as president?	was that all they learned as president	That all_fs learn as president?	test
j2iRHiIYtTg-00:12:28.033-00:12:44.500	j2iRHiIYtTg	00:12:28.033	00:12:44.500	First things first, I’m taking my own risk to speak on behalf of students of color, BIPOC, and other persons of color at Gallaudet.	first things first i ’m taking my own risk to speak on behalf of students of color bipoc and other persons of color at gallaudet	First thing I know+that take own on_fs risk _fs speak up_fs for our student of_fs color bipoc_fs and prs_fs of_fs color Gallaudet University. 	test
j2iRHiIYtTg-00:12:45.133-00:12:50.000	j2iRHiIYtTg	00:12:45.133	00:12:50.000	There’s been a lot of dialogue and frustration around everything going on.	there ’s been a lot of dialogue and frustration around everything going on	When they cl:c-express+ (alt)cl:throw-at-me+ they (alt)frustrate+.	test
j2iRHiIYtTg-00:13:31.366-00:13:41.400	j2iRHiIYtTg	00:13:31.366	00:13:41.400	Much has been said about this, and President Bobbi, you have failed us and you have failed our community for four years now.	much has been said about this and president bobbi you have failed us and you have failed our community for four years now	I comment+, Gallaudet University president Bobbi_fs real fail us and our community for 4+years.	test
j2iRHiIYtTg-00:13:42.300-00:13:46.600	j2iRHiIYtTg	00:13:42.300	00:13:46.600	We have called you out to stop racism.	we have called you out to stop racism	Since they yell (2h)nudge+ stop rycm_fs.	test
j2iRHiIYtTg-00:16:11.200-00:16:17.433	j2iRHiIYtTg	00:16:11.200	00:16:17.433	Second is Dr. Glenn Anderson.	second is dr. glenn anderson	2nd Dr_fs Glenn_fs Anderson_fs.	test
L68SkmewDnI-00:00:09.266-00:00:12.766	L68SkmewDnI	00:00:09.266	00:00:12.766	Here are today's top news briefs.	here are today 's top news briefs	Now cl:5-list+recite today top news_fs summary.	test
L68SkmewDnI-00:01:58.533-00:02:19.000	L68SkmewDnI	00:01:58.533	00:02:19.000	The Johns Hopkins dashboard says there are 99,800 deaths as of this afternoon, and it is likely to be past 100,000 by the time this video is posted tonight.	the johns hopkins dashboard says there are 99,800 deaths as of this afternoon and it is likely to be past 100,000 by the time this video is posted tonight	Johns_fs Hopkins_fs IX different have cl:square count (alt)IX+ I look-at said 99 thousand 800 people die now+afternoon IX not same number but more same will pass 100 thousand by_fs time you-all (2h)watch-me IX video post night.	test
L68SkmewDnI-00:04:38.266-00:04:54.766	L68SkmewDnI	00:04:38.266	00:04:54.766	Dr. Fauci did not say if he thinks the drug should be banned, but said that the data is clear that it may cause heart issues.	dr. fauci did not say if he thinks the drug should be banned but said that the data is clear that it may cause heart issues	Dr_fs Fauci_fs IX did_fs not comment yes should ban that drug_fs in US_fs IX not understand IX said ugh data_fs clear that pill possible cause heart issue.	test
L68SkmewDnI-00:05:17.666-00:05:43.666	L68SkmewDnI	00:05:17.666	00:05:43.666	The tweets by Trump claimed that mail-in ballots would be a massive fraud with mailboxes being robbed.	the tweets by trump claimed that mail in ballots would be a massive fraud with mailboxes being robbed	IX Trump_fs do-do tweet IX comment that concern IX mailin_fs mail vote write send 1-that real specific wow will serious fraud faurd_fs they fraud++ put-down++ Trump_fs real concern IX mail box_fs cl:mailbox people will rob take-away put-down modify.	test
L68SkmewDnI-00:08:46.366-00:08:52.266	L68SkmewDnI	00:08:46.366	00:08:52.266	The FBI is investigating Floyd's death.	the fbi is investigating floyd 's death	FBI_fs now start investigate IX Floyd_fs death.	test
L68SkmewDnI-00:09:04.000-00:09:14.133	L68SkmewDnI	00:09:04.000	00:09:14.133	He and three other officers involved in with Floyd's arrest and eventual death have been fired.	he and three other officers involved in with floyd 's arrest and eventual death have been fired	specific plus three another police IX specific four-of-them involve with IX Floyd_fs arrest plus death cl:4-list finish fired+++ 	test
tFHyA_o_MNk-00:03:33.466-00:04:00.633	tFHyA_o_MNk	00:03:33.466	00:04:00.633	Researchers at San Francisco State University said that rates of attempted suicide among LGBTQ youth are more than double if their parents try to change their sexual orientation, and those rates triple if their parents and therapists and religious leaders try to change it.	researchers at san francisco state university said that rates of attempted suicide among lgbtq youth are more than double if their parents try to change their sexual orientation and those rates triple if their parents and therapists and religious leaders try to change it	Research+person at_fs SF_fs state university say research rates_fs numbers of_fs attempt kill+myself  suicide_fs they LGBTQ_fs youth more than double if_fs 1-its parent try change their sexual attraction and that they rates_fs numbers triple if_fs they parent and therapy+person and religion leader try (alt)1-come+ change IX. 	test
NBpYolVo5WQ-00:01:37.700-00:01:54.233	NBpYolVo5WQ	00:01:37.700	00:01:54.233	It includes persistent fever, abdominal symptoms, rash, and sometimes serious cardiovascular symptoms.	it includes persistent fever abdominal symptoms rash and sometimes serious cardiovascular symptoms	Do-do IX say possible persistent fever_fs fever persist abdominal abdomil_fs example rash_fs and sometime serious heart show-up issues heart that IX+. 	test
NBpYolVo5WQ-00:03:23.233-00:03:40.366	NBpYolVo5WQ	00:03:23.233	00:03:40.366	They received a citation, a cease and desist letter, and a restraining order, but still kept the business open.	they received a citation a cease and desist letter and a restraining order but still kept the business open	IX did_fs get police IX give ticket citation_fs cl:2-of-2 stop cease_fs and desist_fs letter serious stop and cl:3-of-3 RO_fs restraining_fs order_fs but same IX continue open its business. 	test
NBpYolVo5WQ-00:05:19.033-00:05:38.666	NBpYolVo5WQ	00:05:19.033	00:05:38.666	Now some countries are re-testing samples of patients who had respiratory symptoms in December and January to better understand how the virus spread.	now some countries are re testing samples of patients who had respiratory symptoms in december and january to better understand how the virus spread	Now some countries IX++ do-do again test different+ samples sample_fs from IX patient that IX did_fs sick something breath in Dec_fs and cl:2-of-2 Jan_fs again test+++ try understand how virus_fs spread before.	test
NBpYolVo5WQ-00:12:12.066-00:12:21.633	NBpYolVo5WQ	00:12:12.066	00:12:21.633	Gregory used to be a police officer and once worked for a local prosecutor.	gregory used to be a police officer and once worked for a local prosecutor	cl:1-of-2 father Gregory_fs before 1-itself police IX also before work for IX local prosecutor prosecor_fs (alt)they+. 	test
NBpYolVo5WQ-00:13:36.633-00:13:45.100	NBpYolVo5WQ	00:13:36.633	00:13:45.100	A third man, who is a neighbor, joined in the chase.	a third man who is a neighbor joined in the chase	IX also cl:3-of-3 before cl:third-on-3 man IX neighbor home IX join three cl:3-people+walk that uh (alt)they+. 	test
NBpYolVo5WQ-00:15:20.766-00:15:23.733	NBpYolVo5WQ	00:15:20.766	00:15:23.733	See you tomorrow and stay with the light!	see you tomorrow and stay with the light	See you-all tomorrow and stay with light. 	test
bCEriaJUzm4-00:00:07.133-00:00:09.633	bCEriaJUzm4	00:00:07.133	00:00:09.633	Hello, welcome to the Daily Moth!	hello welcome to the daily moth	Hello, welcome daily moth.	test
bCEriaJUzm4-00:04:47.766-00:05:01.666	bCEriaJUzm4	00:04:47.766	00:05:01.666	In separate but related news, in Baghdad, there were thousands and thousands of protesters who demanded American soldiers to leave Iraq.	in separate but related news in baghdad there were thousands and thousands of protesters who demanded american soldiers to leave iraq	Now separate but related news_fs IX in Baghdad_fs IX thousand+ protesters+ swarm demand American soldiers they must leave Iraq strike++. 	test
bCEriaJUzm4-00:11:02.233-00:11:06.000	bCEriaJUzm4	00:11:02.233	00:11:06.000	Have a wonderful weekend and stay with the light!	have a wonderful weekend and stay with the light	You-all have wonderful weekend and stay with light.	test
9pk8Y3m6qfs-00:01:42.500-00:01:53.233	9pk8Y3m6qfs	00:01:42.500	00:01:53.233	At least 14 states are reporting record highs of Covid-19 cases.	at least 14 states are reporting record highs of covid-19 cases	Now more-than 14 different state+++ inform report record high number COVID appear++ cases_fs.	test
k5pGqJtTh94-00:01:13.033-00:01:24.300	k5pGqJtTh94	00:01:13.033	00:01:24.300	"President Trump said this morning he had his suspicions that ""someone could have made a mistake on the other side."""	president trump said this morning he had his suspicions that someone could have made a mistake on the other side	President Trump_fs IX comment now+morning IX said feel IX have 1-its suspicion that some+one can have something wrong on IX other side IX.	test
k5pGqJtTh94-00:04:42.533-00:04:49.166	k5pGqJtTh94	00:04:42.533	00:04:49.166	Thomas was quickly arrested by two responding officers.	thomas was quickly arrested by two responding officers	Specific Thomas_fs they police arrive+ fast cl:2-jump-1 arrest specific. 	test
k5pGqJtTh94-00:09:43.466-00:09:52.533	k5pGqJtTh94	00:09:43.466	00:09:52.533	The deal will go to the House of Lords for a vote, where it is also expected to pass.	the deal will go to the house of lords for a vote where it is also expected to pass	Pass will now submit to IX House of_fs Lords_fs IX also will vote expect will pass+.	test
I976oI3s1jQ-00:00:45.366-00:00:52.366	I976oI3s1jQ	00:00:45.366	00:00:52.366	It felt like a chill, but I thought nothing of it and I thought I could overcome it.	it felt like a chill but i thought nothing of it and i thought i could overcome it	Feel seem cold chill_fs feel patience++ think nah no-biggie can overcome it_fs.	test
I976oI3s1jQ-00:01:07.533-00:01:21.000	I976oI3s1jQ	00:01:07.533	00:01:21.000	He said he still went to work for two days, but after struggling with high fevers and chills, he decided to stay home to recover.	he said he still went to work for two days but after struggling with high fevers and chills he decided to stay home to recover	IX said IX still go work for 2-days but IX struggle ugh feel high fever fever_fs high-temperature cold chill_fs shake temperature-up-down IX decide wave-no stay home recover.	test
I976oI3s1jQ-00:02:45.466-00:02:52.600	I976oI3s1jQ	00:02:45.466	00:02:52.600	The nurse wrote notes for me, but I had to type down text messages and show them to the nurse.	the nurse wrote notes for me but i had to type down text messages and show them to the nurse	Know hearing nurse write I lack I must use my text I cl:show-phone++ lack wow.	test
I976oI3s1jQ-00:05:00.500-00:05:02.200	I976oI3s1jQ	00:05:00.500	00:05:02.200	I do fully understand.	i do fully understand	I full understand yes.	test
I976oI3s1jQ-00:05:19.000-00:05:22.400	I976oI3s1jQ	00:05:19.000	00:05:22.400	Try to make sure that everyone understands that this is not a joke.	try to make sure that everyone understands that this is not a joke	Try sure all_fs understand IX not joke_fs.	test
I976oI3s1jQ-00:09:16.533-00:09:26.666	I976oI3s1jQ	00:09:16.533	00:09:26.666	She said the swab was really invasive and  went deep into the back of her nasal cavity, causing her to cough.	she said the swab was really invasive and went deep into the back of her nasal cavity causing her to cough	Her nose cl:swap-nasal cl:thin-stick cl:swap-nose say cl:swap-nose-deep wow deep cl:swap-nose-far say y-wow cough. 	test
I976oI3s1jQ-00:11:57.266-00:12:19.666	I976oI3s1jQ	00:11:57.266	00:12:19.666	They said they encourage deaf people out there, if you think you might have the virus, to be sure to talk with healthcare workers who will take the time to sit down and have patience with your communication needs and delays.	they said they encourage deaf people out there if you think you might have the virus to be sure to talk with healthcare workers who will take the time to sit down and have patience with your communication needs and delays	IX say IX encourage you-all Deaf people if_fs you-all think maybe have virus_fs sick make sure you interact chat with IX+ health care_fs doctor nurse them people make sure wQM? they willing cl:2-sit patience with your communication need maybe delay+ write communication make sure they have patience with you. 	test
KvQT44G45kM-00:01:24.200-00:01:26.600	KvQT44G45kM	00:01:24.200	00:01:26.600	Senator to test positive.	senator to test positive	Senate+person test positive IX. 	test
KvQT44G45kM-00:05:41.533-00:05:56.066	KvQT44G45kM	00:05:41.533	00:05:56.066	Germany has imposed a ban on groups of two or more people.	germany has imposed a ban on groups of two or more people	IX Germany country they finish order serious illegal can't more than 2 people like 3 or_fs 4 5 people gather can't illegal limit 2 people under that's-it. 	test
wPJ_InXF_I8-00:00:10.166-00:00:12.166	wPJ_InXF_I8	00:00:10.166	00:00:12.166	Ready for news?	ready for news	Ready for news_fs IX	test
wPJ_InXF_I8-00:01:38.133-00:01:52.233	wPJ_InXF_I8	00:01:38.133	00:01:52.233	AP also said Barack Obama has declined to endorse him, but Biden said he asked Obama not to endorse him.	ap also said barack obama has declined to endorse him but biden said he asked obama not to endorse him	AP_fs article also say Barack_fs Obama_fs IX dismiss not announce support specific understand specific Biden_fs say specific ask Obama not endorse_fs support specific. 	test
wPJ_InXF_I8-00:02:52.200-00:02:56.466	wPJ_InXF_I8	00:02:52.200	00:02:56.466	They are in jail now but we do not know for how long.	they are in jail now but we do not know for how long	specific jail now but for how long don't+know hmm	test
wPJ_InXF_I8-00:08:46.133-00:08:48.333	wPJ_InXF_I8	00:08:46.133	00:08:48.333	WHY DO I SUPPORT P. B.?	why do i support p. b.	Why I support chest:p-to-b	test
wPJ_InXF_I8-00:11:53.266-00:12:05.733	wPJ_InXF_I8	00:11:53.266	00:12:05.733	I’ll show you an interview with Marlee Matlin about Mark Medoff, who wrote the play “Children of a Lesser God.” He passed away at 79.	i ’ll show you an interview with marlee matlin about mark medoff who wrote the play children of a lesser god he passed away at 79	Now show interview with Marlee_fs Malin_fs related with specific Mark_fs Medoff_fs IX wrote play Children  of_fs a_fs lower God IX finish die age 79. 	test
wPJ_InXF_I8-00:13:19.500-00:13:24.400	wPJ_InXF_I8	00:13:19.500	00:13:24.400	They could bring in money and help the movie achieve success.	they could bring in money and help the movie achieve success	Can bring money attract-in money make incline 	test
wPJ_InXF_I8-00:15:50.366-00:15:54.533	wPJ_InXF_I8	00:15:50.366	00:15:54.533	He did continue his work almost up until his death.	he did continue his work almost up until his death	He_fs did_fs work up-to to almost IX die.	test
z3jAMn3xpoM-00:03:37.633-00:03:56.666	z3jAMn3xpoM	00:03:37.633	00:03:56.666	The second news - an author, E. Jean Carroll, accused Donald Trump of raping her in a dressing room in New York City in the 1990's.	the second news an author e. jean carroll accused donald trump of raping her in a dressing room in new york city in the 1990 's	2nd news_fs IX one write+person IX name E_fs Jean_fs Carroll_fs IX blame Donald_fs Trump_fs IX said specific rape_fs IX in dress room in New-York city_fs happen past in 1990's approx.	test
z3jAMn3xpoM-00:08:41.000-00:08:49.100	z3jAMn3xpoM	00:08:41.000	00:08:49.100	One of them filmed a Facebook Live video that showed the officer lying on the floor, bleeding.	one of them filmed a facebook live video that showed the officer lying on the floor bleeding	One of_fs they film FB_fs live_fs film saw police cl:lay-down on floor bleed cl:blood-pool cl:lie-down.	test
z3jAMn3xpoM-00:14:24.200-00:14:32.400	z3jAMn3xpoM	00:14:24.200	00:14:32.400	"When it came to music, it never felt that important to me and it's reserved for the hearing world, but then the ""Black Drum"" was produced."	"when it came to music it never felt that important to me and it 's reserved for the hearing world but then the ""black drum was produced"	I music ugh never really feel important I feel music quote that hearing world but till this black drum oh-I-see real produced.	test
z3jAMn3xpoM-00:14:44.733-00:14:48.600	z3jAMn3xpoM	00:14:44.733	00:14:48.600	Growing up, I adopted the thinking that it was a hearing thing and couldn't be a Deaf thing.	growing up i adopted the thinking that it was a hearing thing and could n't be a deaf thing	Grow-up me colonized I think hearing its+ deaf {shrug} separate.	test
z3jAMn3xpoM-00:16:25.466-00:16:29.033	z3jAMn3xpoM	00:16:25.466	00:16:29.033	Thank you, Otalora, for sending in the video.	thank you otalora for sending in the video	Thank-you Otalora_fs  for send-me that video.	test
z3jAMn3xpoM-00:16:58.300-00:17:02.066	z3jAMn3xpoM	00:16:58.300	00:17:02.066	My wife asked me if I could get pink.	my wife asked me if i could get pink	Past my wife nudge-me you-mind get pink.	test
z3jAMn3xpoM-00:17:21.700-00:17:23.033	z3jAMn3xpoM	00:17:21.700	00:17:23.033	Hmm.	hmm	Hmm	test
Eh3k6oJrFgY-00:04:01.033-00:04:24.366	Eh3k6oJrFgY	00:04:01.033	00:04:24.366	"Cuomo was ""cavalier"" because he argued that deaf people did not take advantage of various methods of access they provided."	cuomo was cavalier because he argued that deaf people did not take advantage of various methods of access they provided	Cuomo_fs IX judge name IX cavalier_fs big-head disregard full-hand-emotion ignore big-head IX said specific why? said IX governor discuss what? IX deaf people against-me they fault IX not grab-advantage IX provide different access+ have++ specific+span.	test
Eh3k6oJrFgY-00:05:44.366-00:05:56.533	Eh3k6oJrFgY	00:05:44.366	00:05:56.533	The judge said 49 other Governors in the country and the Mayor of New York City provide picture-in-picture interpreting accommodation.	the judge said 49 other governors in the country and the mayor of new york city provide picture in picture interpreting accommodation	IX judge said they 49 other+ governor in this country America plus IX mayor_fs of_fs NYC_fs IX provide that cl:video-in-corner interpreting they	test
bpkFrbslLbU-00:09:01.700-00:09:08.533	bpkFrbslLbU	00:09:01.700	00:09:08.533	Events that have more than 25 people will not be allowed.	events that have more than 25 people will not be allowed	IX event+ that more than 25 people more-than gather illegal must small than that.	test
bpkFrbslLbU-00:09:09.100-00:09:18.633	bpkFrbslLbU	00:09:09.100	00:09:18.633	Gallaudet officials emphasized that the coronavirus crisis is not just a Gallaudet issue, but a global issue.	gallaudet officials emphasized that the coronavirus crisis is not just a gallaudet issue but a global issue	IX Gallaudet (alt)supreme+++ emphasize that IX Covid-19 crisis_fs disaster not only+1 Gallaudet issue but global issue 	test
bpkFrbslLbU-00:11:04.366-00:11:10.066	bpkFrbslLbU	00:11:04.366	00:11:10.066	Gallaudet is not the only university to respond to the coronavirus crisis in this way.	gallaudet is not the only university to respond to the coronavirus crisis in this way	IX Gallaudet IX not only university to respond that Covid-19 disaster problem this way	test
Z1lF3UCb5sM-00:00:06.333-00:00:09.633	Z1lF3UCb5sM	00:00:06.333	00:00:09.633	It is Wednesday, March 4.	it is wednesday, march 4	Today Wednesday March_fs 4.	test
Z1lF3UCb5sM-00:05:31.400-00:05:49.466	Z1lF3UCb5sM	00:05:31.400	00:05:49.466	All indications point to a two-man race for the Democratic nomination between Biden and Bernie, and the winner will go up against President Trump.	all indications point to a two man race for the democratic nomination between biden and bernie and the winner will go up against president trump	All (2h)look indins_fs (2h)look apparently two men contestants cl:1-with-1 for democrat choose cl:1-of-2 Biden_fs cl:2-of-2 Beunie_fs who cl:2-them win will challenge IX president Trump_fs	test
Z1lF3UCb5sM-00:16:54.000-00:17:11.533	Z1lF3UCb5sM	00:16:54.000	00:17:11.533	"The third news - President Trump announced yesterday that he spoke with ""the leader of the Taliban"" on a phone call in which they discussed a peace deal to stop violence in Afghanistan."	the third news president trump announced yesterday that he spoke with the leader of the taliban on a phone call in which they discussed a peace deal to stop violence in afghanistan	Third news_fs IX president Trump_fs announce yesterday IX on-phone with IX person lead+person of_fs taliban_fs on-phone 2-them discuss peace deal_fs stop violence (alt)gun-shooting+ in Afghanistan Afghanistan_fs	test
Z1lF3UCb5sM-00:18:22.233-00:18:25.166	Z1lF3UCb5sM	00:18:22.233	00:18:25.166	See you tomorrow and stay with the light!	see you tomorrow and stay with the light	See you-all tomorrow and stay with light.	test
uRTqnmqIlnQ-00:01:38.600-00:01:52.133	uRTqnmqIlnQ	00:01:38.600	00:01:52.133	Sweden has told residents to stay home as much as possible and be socially responsible when going out.	sweden has told residents to stay home as much as possible and be socially responsible when going out	IX Sweden do-do IX told them people stay home as_fs much as_fs possible if_fs they out {hold} be_fs self social responsible hands-up (alt)cl:1-walk-distance they responsible.	test
uRTqnmqIlnQ-00:02:46.300-00:02:52.733	uRTqnmqIlnQ	00:02:46.300	00:02:52.733	Finland has 4,200 cases and 170 deaths.	finland has 4,200 cases and 170 deaths	IX Finland IX 4 thousand 200 people sick show-up+++ 170 death++	test
uRTqnmqIlnQ-00:11:49.233-00:11:52.133	uRTqnmqIlnQ	00:11:49.233	00:11:52.133	See you tomorrow and stay with the light!	see you tomorrow and stay with the light	See you-all tomorrow and stay with light. 	test
ZifTpiq77vI-00:00:03.500-00:00:06.400	ZifTpiq77vI	00:00:03.500	00:00:06.400	Hello, welcome to The Daily Moth!	hello welcome to the daily moth	Hello welcome daily moth.	test
ZifTpiq77vI-00:09:18.100-00:09:25.700	ZifTpiq77vI	00:09:18.100	00:09:25.700	Taylor’s family has filed a wrongful death lawsuit against the three officers.	taylor ’s family has filed a wrongful death lawsuit against the three officers	IX Taylor_fs its family finish sue wrong ful_fs death against them 3 police. 	test
ZifTpiq77vI-00:15:09.000-00:15:12.066	ZifTpiq77vI	00:15:09.000	00:15:12.066	See you tomorrow and stay with the light!	see you tomorrow and stay with the light	See you-all tomorrow and stay with light. 	test
T3EE8msFORw-00:01:03.400-00:01:18.766	T3EE8msFORw	00:01:03.400	00:01:18.766	Police said the suspect used a .45 caliber semi-automatic pistol and that when they recovered it, its chamber was empty.	police said the suspect used a .45 caliber semi automatic pistol and that when they recovered it its chamber was empty	Police say specific suspect use .45 caliber_fs semi_fs automatic_fs gun pistol_fs gun police say took gun_fs inside cl:gun-chamber bullet++ empty cl:gun-chamber-empty. 	test
T3EE8msFORw-00:03:33.700-00:03:40.300	T3EE8msFORw	00:03:33.700	00:03:40.300	He officially announced he is running in a captioned Twitter video.	he officially announced he is running in a captioned twitter video	IX finish true-biz formally announce IX will race today cl:1-send-out tweet video with caption. 	test
T3EE8msFORw-00:04:34.000-00:04:40.733	T3EE8msFORw	00:04:34.000	00:04:40.733	Reports say he is interviewing potential campaign staffers and may make a formal announcement to run.	reports say he is interviewing potential campaign staffers and may make a formal announcement to run	report+++ say IX now (alt)grab+ interview possible they staff for its president campaign 	test
